,Review,Date,Opinion,Year
581,"I would give it 0 stars if I could, disgusting company, bills are always wrong even with a smart meter, tried to Bill my with someone else’s bill, disconnected my electric with a 1 hour email warning followed by a letter delivered 2 hours later over a £140 bill which wasn’t even correct (again even with a smart meter) Staff found it funny laughing on the phone totally disgusting! do not go with this company!Reply to your replyI got an email 1 hour before it happened and a letter the same day, as my bills have constantly been wrong for a whole year I wanted to submit my read (which I did that morning before anyone got in touch) so I had an accurate bill even tho you should get the correct read as I have a smart reader your bills are always an estimate read. And I had cancelled my direct debit as you tried to bill me £800 whilst I had been shut due to COVID for nearly 5 months, as again you failed to collect accurate data from me you finally took a read after 8 months of being with your company, your company is a waste of time and a joke complaints have been made and your customer service team need some training",2020-10-13,NEGATIVE,2020
582,My company has been having problems with our supply because the shop next door to us was using our meter. Charlie and co were so helpful even though in the end we couldn't sign on with them. I would say their service is first class. Thank you,2020-10-01,POSITIVE,2020
583,I had a call from Tyler yesterday to get my account set up He couldn’t have been more helpful answered all the questions I had really easily and I understood it all with out confusing me like some companiesDidn’t take long either as sometimes can be hours on the phone back and forwards Really straightforward very happy defnitly recommend,2020-10-01,POSITIVE,2020
584,"Despite a bit of an issue (surrounding wrong gas meters been taken,  all during covid which has been a bit of a nightmare with the energy companies involved)  Valda have been helpful,  polite and quick with their responses  -",2020-09-17,POSITIVE,2020
585,Olivia was incredibly helpful and was able to sort out a contract promptly with a competitive price. She was very patient and was a pleasure to speak to. Great company to deal with and I highly recommend speaking to Olivia to get the best contract,2020-09-16,POSITIVE,2020
586,"Got a call from someone, they asked to speak to the person responsible for energy.  I replied that the person was not around at the moment.  The rude woman just hung up.  Well that gets you a one star review!  Must try harder next time.",2020-09-03,NEGATIVE,2020
587,Very competitive price and easy to set up. Small business which means they all seem to work well together as a team. 3 properties now set up with them now so can't recommend them enough.,2020-08-21,POSITIVE,2020
588,"I had the pleasure of being served by Olivia, who was very polite, professional and extremely efficient as a result of which we have entered into our Electricity Supplier contract with Valda Energy. Got a good deal too saving us money. Thanks for all your help.",2020-05-21,POSITIVE,2020
589,"I was helped to switch by Charley, who pointed out an even lower price than the one I had managed to find on line. Much appreciated. He was fast, courteous and clear. Couldn't recommend highly enough and the price was the cheapest I could find by a country mile. Excellent.",2020-03-18,POSITIVE,2020
590,Tyler had a lovely manner on the phone and was also very informative,2020-03-11,POSITIVE,2020
591,Tyler gave a very good service and kept me fully informed in the whole process.,2020-03-11,POSITIVE,2020
592,phishing company company.i don’t English they call me asked to much text my bank account after cover my bill... phishing company,2020-03-10,NEGATIVE,2020
593,"Excellent experience with Mel , explained everything through the contract. Very helpful",2020-03-09,POSITIVE,2020
594,Mel at Valda Energy is a star.  She guided me through the transition process making it so simple.  There was nothing she wouldn't help with.  I would thoroughly recommend Valda because of Mel.  Great service.,2020-03-05,POSITIVE,2020
595,"They lured someone who unfortunately answered the phone and is not even an employee at our company into confirming details, and now we're stuck in an unwanted 3 years contract, which we have ALL the intentions to dispute legally, and submit to Ombudsman too.SCAMMERS - BEWARE!!!!",2020-03-04,NEGATIVE,2020
596,Very professional good prices and easy to switch.,2020-03-04,POSITIVE,2020
597,Olivia was very easy to talk to and very professional. Simple switch over.,2020-03-03,POSITIVE,2020
598,Terrible customer service. Also they work with dodgy brokers like First Business Direct Limited avoid stress all costs.,2020-02-28,NEGATIVE,2020
599,Mel was Very nice and friendly. She knew her role very well. Got us sorted in no time.,2020-02-26,POSITIVE,2020
600,I got switched with them I don't know who signed my contract he gave his email and now he is receiving my bills while I was not having any idea Yesterday i received a letter from them to pay my bill.I talked with them and an agent said company is sending already bills in my online account while I don't have any account.No they are saying they will charge me extra to send bill in post.What the hell is this man,2020-02-24,NEGATIVE,2020
601,Great service and good prices; changing over was very easy.   And someone always answers the phone quickly and is able to help - a refreshing change!,2020-02-21,POSITIVE,2020
602,"Good Service was especially pleased with Mel, she was excellent over the phone",2020-02-19,POSITIVE,2020
603,"Very good , efficient &  easy to understand + friendly",2020-02-13,POSITIVE,2020
604,Great service!,2020-02-12,POSITIVE,2020
605,Nicola was so helpful and reassuring and great customer service and everything was explained to and made sure I got the best deal. Thank you,2020-02-12,POSITIVE,2020
606,"Olivia was great to deal with - helpful, professional and personable. Thank you.",2020-02-05,POSITIVE,2020
607,"Easy to contact and refreshing to speak to an extremely helpful member of staff!   Thank you Mel for your help and patience.  You were thorough, efficient and knowledgeable. Paying attention to detail when it came to switching six of our sites to Valda.Christine Chabert",2020-02-04,POSITIVE,2020
